Orthogroups,Ornithorhynchus_anatinus,Callithrix_jacchus,Cercocebus_atys,Macaca_fascicularis,Macaca_mulatta,Macaca_nemestrina,Papio_anubis,Gorilla_gorilla,Pan_paniscus,Pan_troglodytes,Homo_sapiens,Canis_lupus_familiaris,Felis_catus,Equus_caballus,Sus_scrofa,Bos_taurus,Capra_hircus,Ovis_aries,Manis_javanica,Oryctolagus_cuniculus,Mus_musculus,Rattus_norvegicus,Cavia_porcellus,Heterocephalus_glaber,Monodelphis_domestica,Microcebus_murinus,Chlorocebus_sabaeus
Orthogroup_22937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000031167,ENSHGLG00100016132,NA,NA,NA
Orthogroup_22938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000014063,NA,NA,ENSCPOG00000035490,NA,NA,NA,NA
Orthogroup_22939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000033979,NA,NA,NA,NA
Orthogroup_22940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000110576,ENSRNOG00000058091,ENSCPOG00000033815,ENSHGLG00100003645,NA,NA,NA
Orthogroup_22941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000034787,ENSHGLG00100018970,NA,ENSMICG00000009911,NA
Orthogroup_22942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000037001,ENSRNOG00000014712,ENSCPOG00000036704,NA,NA,NA,NA
Orthogroup_22943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000008154,ENSHGLG00100007901,NA,ENSMICG00000002247,NA
Orthogroup_22945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000025085,NA,ENSCPOG00000011975,ENSHGLG00100016151,NA,NA,NA
Orthogroup_22946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000012590,ENSHGLG00100016211,NA,NA,NA
Orthogroup_22947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000007501,NA,ENSRNOG00000069776,NA,NA,NA,NA,NA
Orthogroup_22948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000033156,ENSRNOG00000005545,NA,ENSHGLG00100017071,NA,NA,NA
Orthogroup_22949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSSSCG00000035453,ENSBTAG00000050129,NA,NA,NA,NA,NA,NA,ENSCPOG00000025111,ENSHGLG00100010464,NA,NA,ENSCSAG00000012064
Orthogroup_22950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000001990,ENSHGLG00100010963,NA,NA,NA
Orthogroup_22951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000014966,NA,ENSRNOG00000065833,ENSCPOG00000039626,ENSHGLG00100017220,NA,NA,NA
Orthogroup_22953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000039015,ENSHGLG00100007675,NA,NA,NA
Orthogroup_22954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000037962,NA,NA,NA,NA
Orthogroup_22955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000071586,ENSRNOG00000063518,ENSCPOG00000032672,ENSHGLG00100020315,NA,NA,NA
Orthogroup_22957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000035569,ENSHGLG00100003522,NA,NA,NA
Orthogroup_22958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCAFG00000032226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000008007,ENSHGLG00100007422,NA,NA,NA
Orthogroup_22959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000008400,NA,NA,NA,NA
Orthogroup_22960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000063455,ENSRNOG00000013729,NA,NA,NA,NA,NA
Orthogroup_22961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000010537,ENSHGLG00100016778,NA,NA,NA
Orthogroup_22962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000012272,ENSHGLG00100010846,NA,NA,NA
Orthogroup_22963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000013701,ENSHGLG00100018277,ENSMODG00000014154,NA,NA
Orthogroup_22964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000020164,NA,NA,NA,NA
Orthogroup_22965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000009489,ENSMUSG00000041219,ENSRNOG00000008115,ENSCPOG00000002037,ENSHGLG00100004916,NA,NA,NA
Orthogroup_22966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000004603,ENSHGLG00100005421,NA,NA,NA
Orthogroup_22967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000032476,ENSHGLG00100000511,NA,NA,NA
Orthogroup_22969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000010792,ENSHGLG00100008971,NA,NA,NA
Orthogroup_22970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000022193,ENSRNOG00000013386,ENSCPOG00000014047,ENSHGLG00100008947,NA,NA,NA
Orthogroup_22971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000025896,ENSHGLG00100017761,NA,NA,NA
Orthogroup_22972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000025949,ENSHGLG00100006273,NA,NA,NA
Orthogroup_22973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000004922,ENSHGLG00100006575,NA,NA,NA
Orthogroup_22974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000039598,ENSHGLG00100014543,NA,NA,NA
Orthogroup_22975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSHGLG00100000292,NA,NA,NA
Orthogroup_22976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000037431,ENSHGLG00100004413,NA,NA,NA
Orthogroup_22977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000040777,ENSHGLG00100003875,NA,NA,NA
Orthogroup_22978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000008348,NA,NA,ENSCPOG00000032081,NA,NA,NA,NA
Orthogroup_22979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000036894,ENSHGLG00100006192,NA,NA,NA
Orthogroup_22980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000008272,ENSHGLG00100015132,NA,NA,NA
Orthogroup_22981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000009290,ENSHGLG00100005639,NA,NA,NA
Orthogroup_22982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000015588,ENSHGLG00100013359,NA,NA,NA
Orthogroup_22983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCAFG00000012017,NA,NA,NA,NA,NA,ENSOARG00000016172,NA,NA,NA,NA,ENSCPOG00000022924,ENSHGLG00100015641,NA,NA,NA
Orthogroup_22984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000000838,ENSHGLG00100010474,NA,NA,NA
Orthogroup_22985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000040462,ENSHGLG00100007954,NA,NA,NA
Orthogroup_22987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000032617,ENSHGLG00100008307,NA,NA,NA
Orthogroup_22988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000032725,ENSHGLG00100005885,NA,NA,NA
Orthogroup_22989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000101026,ENSRNOG00000051059,ENSCPOG00000035905,ENSHGLG00100014329,NA,NA,NA
Orthogroup_22990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000040311,NA,NA,NA,NA
Orthogroup_22991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000006743,ENSHGLG00100004177,NA,NA,NA
Orthogroup_22992,NA,NA,ENSCATG00000029942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000011622,ENSHGLG00100013859,NA,NA,NA
Orthogroup_22993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000015183,ENSHGLG00100020497,NA,NA,NA
Orthogroup_22994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000020116,NA,NA,NA,NA
Orthogroup_22995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000022076,ENSHGLG00100009423,NA,NA,NA
Orthogroup_22996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000003816,ENSHGLG00100004071,NA,NA,NA
Orthogroup_22997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000003136,ENSHGLG00100006347,NA,NA,NA
Orthogroup_22998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_22999,NA,NA,NA,ENSMFAG00000030761,NA,NA,NA,ENSGGOG00000037682,ENSPPAG00000033617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000027729,NA,NA,ENSCPOG00000038761,ENSHGLG00100011139,NA,NA,NA
Orthogroup_23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000028876,NA,ENSCPOG00000040734,ENSHGLG00100002911,ENSMODG00000017759,NA,NA
Orthogroup_23001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000040605,ENSHGLG00100010547,NA,NA,NA
Orthogroup_23002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSRNOG00000065811,ENSCPOG00000030794,ENSHGLG00100008089,NA,NA,NA
Orthogroup_23003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSHGLG00100001406,NA,NA,NA
Orthogroup_23005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000022066,ENSMUSG00000048473,ENSRNOG00000036959,ENSCPOG00000027285,ENSHGLG00100012793,NA,NA,NA
Orthogroup_23006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000031231,ENSHGLG00100013068,NA,NA,NA
Orthogroup_23009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000032815,NA,NA,NA,NA
Orthogroup_23010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23011,NA,NA,NA,NA,ENSMMUG00000031012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000010113,ENSHGLG00100007899,NA,NA,NA
Orthogroup_23012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000038188,ENSRNOG00000059618,ENSCPOG00000010362,ENSHGLG00100018697,NA,NA,NA
Orthogroup_23013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23014,NA,NA,NA,ENSMFAG00000043162,NA,NA,ENSPANG00000023831,ENSGGOG00000005374,ENSPPAG00000018182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000016044,NA,NA,ENSCPOG00000022207,ENSHGLG00100007018,NA,NA,NA
Orthogroup_23015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000025128,ENSHGLG00100013625,NA,NA,NA
Orthogroup_23016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000025122,ENSHGLG00100007347,NA,NA,NA
Orthogroup_23017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSHGLG00100013463,NA,NA,NA
Orthogroup_23018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000033576,NA,NA,ENSHGLG00100003957,NA,NA,NA
Orthogroup_23019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000094840,NA,ENSCPOG00000038634,ENSHGLG00100008421,NA,NA,NA
Orthogroup_23020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000037073,ENSHGLG00100012974,NA,NA,NA
Orthogroup_23022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000033402,ENSHGLG00100013258,NA,NA,NA
Orthogroup_23024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000036804,ENSHGLG00100020618,NA,NA,NA
Orthogroup_23025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000035230,ENSHGLG00100002431,NA,NA,NA
Orthogroup_23026,NA,ENSCJAG00000055053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000051748,ENSRNOG00000029668,ENSCPOG00000036860,ENSHGLG00100006024,NA,NA,NA
Orthogroup_23027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000036328,ENSHGLG00100013499,NA,NA,NA
Orthogroup_23028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000037222,ENSHGLG00100004007,NA,NA,NA
Orthogroup_23029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000006352,NA,NA,NA,NA
Orthogroup_23030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000092305,ENSRNOG00000032513,ENSCPOG00000008036,ENSHGLG00100019995,NA,NA,NA
Orthogroup_23031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000009759,ENSHGLG00100019537,NA,NA,NA
Orthogroup_23032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000024786,ENSRNOG00000054336,ENSCPOG00000010188,ENSHGLG00100014255,NA,NA,NA
Orthogroup_23033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSHGLG00100012410,NA,NA,NA
Orthogroup_23034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000020342,NA,NA,NA,NA
Orthogroup_23035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000024494,ENSHGLG00100017628,NA,NA,NA
Orthogroup_23036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000023154,ENSHGLG00100019813,NA,NA,NA
Orthogroup_23037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000021720,ENSMUSG00000031174,ENSRNOG00000062329,ENSCPOG00000023879,ENSHGLG00100000143,NA,NA,NA
Orthogroup_23038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000001331,ENSHGLG00100013110,NA,NA,NA
Orthogroup_23039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000038948,ENSHGLG00100004492,NA,NA,NA
Orthogroup_23040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSSSCG00000004082,ENSBTAG00000009362,NA,NA,108403632,NA,NA,NA,ENSCPOG00000039266,ENSHGLG00100010143,NA,NA,NA
Orthogroup_23041,NA,NA,ENSCATG00000038353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000031767,NA,NA,NA,NA
Orthogroup_23042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000033850,ENSRNOG00000069487,ENSCPOG00000035406,NA,NA,NA,NA
Orthogroup_23043,NA,NA,NA,NA,NA,NA,NA,NA,ENSPPAG00000029725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000035238,ENSHGLG00100018253,NA,NA,NA
Orthogroup_23044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000037555,ENSHGLG00100013381,NA,NA,NA
Orthogroup_23045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSOCUG00000021073,NA,NA,ENSCPOG00000005585,ENSHGLG00100017695,NA,NA,ENSCSAG00000004058
Orthogroup_23046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000008064,ENSHGLG00100013986,NA,NA,NA
Orthogroup_23048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000011908,NA,NA,NA,NA
Orthogroup_23049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000014024,ENSHGLG00100016771,NA,NA,NA
Orthogroup_23050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000013669,ENSHGLG00100013724,NA,NA,NA
Orthogroup_23051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000027061,ENSHGLG00100020636,NA,NA,NA
Orthogroup_23052,NA,ENSCJAG00000041804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSFCAG00000037238,NA,NA,NA,NA,NA,NA,NA,NA,ENSRNOG00000024923,ENSCPOG00000025309,ENSHGLG00100018649,NA,NA,NA
Orthogroup_23053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSHGLG00100013848,NA,NA,NA
Orthogroup_23054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSBTAG00000048956,NA,NA,NA,NA,ENSMUSG00000032826,NA,ENSCPOG00000003566,ENSHGLG00100000097,NA,NA,NA
Orthogroup_23055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthogroup_23056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000030520,ENSHGLG00100003211,NA,NA,NA
Orthogroup_23057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000030837,ENSHGLG00100008404,NA,NA,NA
Orthogroup_23058,NA,NA,NA,NA,NA,NA,ENSPANG00000021024,NA,NA,NA,ENSG00000257184,NA,NA,NA,NA,ENSBTAG00000040082,NA,NA,NA,NA,NA,NA,ENSCPOG00000031122,ENSHGLG00100006203,NA,NA,ENSCSAG00000014302
Orthogroup_23059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSCPOG00000040682,ENSHGLG00100016557,NA,NA,NA
